"","WARD","COUNTY","STATUS","TYPE"
"3446","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3447","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3448","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3449","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3450","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3451","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3452","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3453","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3454","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3455","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3456","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3457","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3458","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3459","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3460","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3461","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3462","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3463","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3464","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3465","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3466","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3467","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3468","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3469","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3470","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3471","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3472","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3473","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3474","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3475","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3476","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3477","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3478","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3479","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3480","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3481","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3482","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3483","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3484","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3485","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3486","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3487","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3488","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3489","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3490","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3491","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3492","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3493","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3494","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3495","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3496","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3497","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3498","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3499","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3500","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3501","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3502","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3503","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3504","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3505","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3506","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3507","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3508","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3509","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3510","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3511","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3512","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3513","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3514","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3515","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3516","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3517","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3518","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3519","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3520","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3521","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3522","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3523","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3524","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3525","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3526","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3527","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3528","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3529","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3530","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3531","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3532","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3533","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3534","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3535","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3536","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3537","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3538","MURUNGARU","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3539","MURUNGARU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3540","MURUNGARU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3541","MURUNGARU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3542","MURUNGARU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3543","MURUNGARU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3544","MURUNGARU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3545","MURUNGARU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3546","MURUNGARU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3547","MURUNGARU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3548","MURUNGARU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3549","MURUNGARU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3550","MURUNGARU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3551","MURUNGARU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3552","MURUNGARU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3553","MURUNGARU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3554","NORTH KINANGOP","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3555","NORTH KINANGOP","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3556","NORTH KINANGOP","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3557","NORTH KINANGOP","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3558","NORTH KINANGOP","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3559","NORTH KINANGOP","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3560","NORTH KINANGOP","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3561","NORTH KINANGOP","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3562","ENGINEER","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3563","ENGINEER","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3564","ENGINEER","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3565","ENGINEER","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3566","ENGINEER","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3567","ENGINEER","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3568","GATHARA","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3569","GATHARA","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3570","GATHARA","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3571","GATHARA","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3572","GATHARA","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3573","GATHARA","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3574","GATHARA","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3575","GATHARA","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3576","GATHARA","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3577","GATHARA","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3578","GATHARA","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3579","GATHARA","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3580","GATHARA","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3581","GATHARA","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3582","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3583","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3584","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3585","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3586","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3587","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3588","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3589","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3590","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3591","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3592","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3593","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3594","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3595","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3596","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3597","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3598","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3599","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3600","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3601","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3602","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3603","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3604","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3605","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3606","NYAKIO","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3607","MAGUMU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3608","MAGUMU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3609","MAGUMU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3610","GITHABAI","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3611","GITHABAI","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3612","NJABINI\KIBURU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3613","NJABINI\KIBURU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3614","NJABINI\KIBURU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3615","NJABINI\KIBURU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3616","NJABINI\KIBURU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3617","NJABINI\KIBURU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3618","NJABINI\KIBURU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3619","NJABINI\KIBURU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3620","NJABINI\KIBURU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3621","NJABINI\KIBURU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3622","NJABINI\KIBURU","NYANDARUA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3626","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3627","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3628","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3629","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3630","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3631","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3632","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3633","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3634","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3635","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3636","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3637","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3638","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3639","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3640","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3641","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3642","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3643","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3644","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3645","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3646","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3647","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3648","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3649","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3650","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3651","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3652","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3653","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3654","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3655","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3656","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3657","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3658","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3659","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3660","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3661","CENTRAL","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3662","KIRIITA","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3663","KIRIITA","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3664","KIRIITA","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3665","KIRIITA","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3666","KIRIITA","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3667","KIRIITA","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"3668","KIRIITA","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3669","KIRIITA","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3670","KIRIITA","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3671","KIRIITA","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3672","KIRIITA","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3673","KIRIITA","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3674","KIRIITA","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3675","KIRIITA","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"3676","KIRIITA","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3677","KIRIITA","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3678","LESHAU PONDO","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"3679","LESHAU PONDO","NYANDARUA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
